Id,IDRECIPE,STEP,DESCRIPTION,CREATED,CREATED_BY,UPDATED,UPDATED_BY
61,28,2,"<div class=""ck-content""><p>Confitar tomates:</p><ul><li>Cortes en forma de cruz</li><li><span class=""text-big"">⇒</span> Escaldarlos con agua hirviendo 1'</li><li>Refrescarlos</li><li>Pelar, picar</li><li><span class=""text-big"">⇒</span> Sartén agua, aceite, sal, azucar → tomates → fuego suave 15'</li></ul></div>",2023-05-21T17:41:52,JORTRI,2023-05-21T17:41:52,JORTRI
69,31,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
  <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v4/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
  <figcaption>Sartén</figcaption>
</figure></div><ul><li>Hamburguesa</li><li><span class=""text-big"">⇒</span> Hacer</li></ul></div>",2023-05-21T18:02:08,JORTRI,2023-05-22T12:05:57,JORTRI
72,32,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://cdn.pixabay.com/photo/2020/03/28/17/01/eggplant-4977808_960_720.png"" alt=""Berenjena"" title=""Berenejena"" width=""50px"" height=""50px"">
 <figcaption>Berenjena</figcaption>
</figure></div><p>asada paso 1:</p><ul><li>Retirar carne y picarla</li></ul></div>",2023-05-23T16:49:21,JORTRI,2023-05-23T16:54:01,JORTRI
73,32,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v21/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Cebolla, pimiento rojo, pimiento verde, ajo: Picar daditos pequeños</li></ul><p><span class=""text-big"">⇒</span> Pochar</p></div>",2023-05-23T16:55:41,JORTRI,2023-06-09T11:09:42,JORTRI
74,32,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v21/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><p>paso 3 +:</p><ul><li>Carne picada</li><li>Sal/pimienta</li></ul><p><span class=""text-big"">⇒</span> Mezclar y cocinar carne ⇒+:</p><ul><li>Carne berenjena &nbsp;→ <mark class=""pen-red""><strong>!!Añadir toda (más adelante si hay demasiada carne, reservar congelar y hacer otro día con una pasta)!!</strong></mark></li><li>Perejil picado</li></ul><p><span class=""text-big"">⇒</span> Mezclar ⇒+:</p><ul><li>Vino blanco</li></ul><p><span class=""text-big"">⇒</span> Reducir</p></div>",2023-05-23T16:59:19,JORTRI,2023-06-09T11:09:33,JORTRI
75,32,5,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://cdn.pixabay.com/photo/2020/03/28/17/01/eggplant-4977808_960_720.png"" alt=""Berenjena"" title=""Berenejena"" width=""50px"" height=""50px"">
 <figcaption>Berenjena</figcaption>
</figure></div><p>pieles del paso 1:</p><ul><li>Rellenar con mezcla del paso 4</li></ul><blockquote><p><mark class=""marker-yellow"">Aquí es donde si sobra mezcla la congelaremos para hacer en una pasta</mark></p></blockquote><ul><li>Queso rallado por encima</li></ul><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v21/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><p><span class=""text-big"">⇒</span> Gratinar</p></div>",2023-05-23T17:01:13,JORTRI,2023-06-09T11:10:15,JORTRI
76,33,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v21/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><p>sobre bandeja:</p><ol><li>Patata cortada rodajas</li><li>Pimientos y cebolla a Juliana</li><li>Ajo troceado</li><li>Tomate → taquitos</li><li>Muslitos de pollo → con cortes</li><li>Opcional: Salsa Worcestershire por encima del muslo pollo</li><li>Piñones</li><li>Aceite / Sal / Pimienta</li><li>Pastilla avecrem esparcida</li><li>⇒ 180º - 1 hora 30'</li></ol></div>",2023-05-23T17:12:04,JORTRI,2023-05-23T17:12:04,JORTRI
24,21,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
  <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v4/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
  <figcaption>Sartén</figcaption>
</figure></div><p>paso 2 + :</p><ul><li>Macarrones</li><li><span class=""text-huge"">⇒ </span>Remover</li></ul></div>",2023-05-21T15:49:51,JORTRI,2023-05-22T12:09:08,JORTRI
25,21,5,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
  <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v4/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
  <figcaption>Sartén</figcaption>
</figure></div><p>paso anterior:</p><ul><li>Rallar ½ cuña queso por encima</li><li>Remover para derretir</li></ul><p>Apartar y servir</p><blockquote><p><mark class=""marker-yellow"">NOTA: Se puede rayar una parte de queso sobre el plato directo.</mark></p></blockquote></div>",2023-05-21T15:51:22,JORTRI,2023-05-22T12:09:17,JORTRI
22,21,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
  <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v4/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
  <figcaption>Sartén</figcaption>
</figure></div><p>Misma paso 1:</p><ul><li>Panceta en trozos</li></ul><blockquote><p><mark class=""marker-yellow"">NOTA: Echar un poco antes con cebolla para que se haga mejor</mark></p></blockquote><ul><li>Alcaparras</li><li>Anchoas picadas</li><li>Tomate triturado</li><li>Sal / Cayena (troceada o no al gusto)</li><li><span class=""text-huge"">⇒</span> 20 minutos</li></ul></div>",2023-05-21T15:45:59,JORTRI,2023-05-22T12:08:56,JORTRI
23,21,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
  <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v4/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
  <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Agua / Sal</li><li><span class=""text-huge"">⇒ </span>Hervir</li></ul><p style=""margin-left:40px;"">+</p><ul><li>Macarrones</li><li><span class=""text-huge"">⇒ </span>12 minutos</li></ul><p><strong><u>Escurrir</u></strong></p></div>",2023-05-21T15:48:22,JORTRI,2023-05-22T12:08:39,JORTRI
26,22,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
  <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v4/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
  <figcaption>Horno</figcaption>
</figure></div><ul><li>Pimientos</li><li>Chorro aceite y sal por encima</li><li><span class=""text-huge"">⇒</span> 200º - 25'&nbsp;</li><li>Al terminar → dejar templarse</li></ul></div>",2023-05-21T15:56:49,JORTRI,2023-05-22T12:01:24,JORTRI
42,24,4,<ol><li>Plato harina</li><li>Bol huevos batidos</li><li>Plato pan rallado</li></ol><p>Pasar san jacobos por los 3 en ese orden → Dejar en fuente</p><p>&nbsp;</p>,2023-05-21T16:56:34,JORTRI,2023-05-21T16:56:34,JORTRI
55,26,5,<p>Salsa paso 1 → Quitar caldo → Batidora → Pure</p>,2023-05-21T17:23:57,JORTRI,2023-05-21T17:23:57,JORTRI
57,26,7,"<div class=""ck-content""><p>Emplatado:</p><figure class=""table"" style=""float:left;width:200px;""><table><tbody><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><strong>Encima</strong>: Rollitos</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><strong>Base</strong>: Pure</td></tr></tbody></table></figure></div>",2023-05-21T17:25:47,JORTRI,2023-05-21T17:25:47,JORTRI
67,30,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
  <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v4/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
  <figcaption>Sartén</figcaption>
</figure></div><ul><li>Hamburguesa</li><li>Cebolla en juliana</li><li><span class=""text-big"">⇒</span> Hacer</li></ul></div>",2023-05-21T17:56:06,JORTRI,2023-05-22T12:05:46,JORTRI
70,31,2,"<div class=""ck-content""><p>Montar:</p><figure class=""table"" style=""float:left;""><table><tbody><tr><td style=""border:2px solid hsl(0, 0%, 0%);width:200px;""><strong>Superior</strong>: Pan hamburguesa</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Esparragos</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Atun</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);width:200px;"">Pimiento piquillo</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);width:200px;"">Carne hamburguesa</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);width:200px;"">Tomate</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);width:200px;"">Lechuga</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);width:200px;""><strong>Base</strong>: Pan hamburguesa</td></tr></tbody></table></figure><p>&nbsp;</p></div>",2023-05-21T18:03:34,JORTRI,2023-05-21T18:03:34,JORTRI
77,34,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v21/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><ul><li>harina trigo</li><li>levadura</li><li>huevo directo</li><li>pimentón dulce</li><li>mantequilla</li><li>⅓ lata cerveza</li><li>⇒ Remover bien hasta todo quede bien mezclado en masa única y pegajosa:<ul style=""list-style-type:circle;""><li>¿Falta textura por estar muy líquida? → + Harina</li><li>¿Falta textura por estar muy seca? → + Cerveza</li></ul></li></ul></div>",2023-05-23T17:23:07,JORTRI,2023-05-23T17:23:07,JORTRI
78,34,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v21/imagenes_cocina/amasar_rodillo_48.png"" alt=""Amasar rodillo"" title=""Amasar rodillo"">
 <figcaption>Amasar rodillo</figcaption>
</figure></div><ul><li>masa paso 1 al poyete con harina</li><li>⇒ Mezclar mano hasta que no esté pegajosa</li><li>Luego extender con rodillo</li></ul></div>",2023-05-23T17:24:27,JORTRI,2023-05-23T17:24:27,JORTRI
79,34,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v21/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><p>sobre placa:</p><ol><li>Papel vegetal</li><li>Harina espolvoreada <mark class=""marker-yellow"">(evita pegarse)</mark></li><li>Masa paso 2</li><li>Tomate frito cubriendo</li><li>Oregano</li><li>Queso tranchettes</li><li>El resto de ingredientes que le quieras hechar</li></ol><ul><li>⇒ 180º - 20/25'</li></ul></div>",2023-05-23T17:26:24,JORTRI,2023-05-23T17:26:24,JORTRI
89,39,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v21/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Nata liquida</li><li><span class=""text-big"">⇒</span> Fuego medio</li></ul><p style=""margin-left:40px;"">+</p><ul><li>Vaso leche con Flan royal previamente bien disuelto</li></ul><p style=""margin-left:40px;"">+</p><ul><li>Cafés</li></ul><p style=""margin-left:40px;"">+</p><ul><li>Azucar</li><li><span class=""text-big"">⇒</span> Mezclar todo</li><li><span class=""text-big"">⇒</span> 10' → Hasta hervir (forzarlo)</li></ul><p>&nbsp;</p></div>",2023-05-24T12:01:42,JORTRI,2023-05-24T12:01:42,JORTRI
160,55,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v27/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Leche</li><li>Nata liquida</li><li>Azucar</li></ul><p>⇒ Fuego medio ⇒ Removiendo hasta azucar desecho y todo caliente ⇒ +:</p><ul><li>Queso</li></ul><p>⇒ Remover hasta que se deshaga</p></div>",2023-05-24T17:08:10,JORTRI,2023-05-24T17:08:10,JORTRI
167,57,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/batidora_48.png"" alt=""Batidora"" title=""Batidora"">
 <figcaption>Batidora</figcaption>
</figure></div><ul><li>Anchoas</li><li>2 cucharadas pate</li><li>1 cucharada alcaparras</li></ul><p>⇒ Triturar</p></div>",2023-05-24T17:33:55,JORTRI,2023-05-24T17:33:55,JORTRI
168,57,2,<p>Pan hamburguesa:</p><ul><li>Tostar ligeramente</li><li>Untar con salsa paso 1</li></ul>,2023-05-24T17:35:31,JORTRI,2023-05-24T17:35:31,JORTRI
169,57,3,"<div class=""ck-content""><p>Montar:</p><figure class=""table"" style=""float:left;""><table><tbody><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><strong>Superior</strong>: Pan</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Carne cocinada en sartén</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">1 cuch alcaparras</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Rucula</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Jamon</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">mozarrella</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><strong>Base</strong>: Pan</td></tr></tbody></table></figure></div>",2023-05-24T17:36:33,JORTRI,2023-05-24T17:37:33,JORTRI
170,58,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><p>Salsa:</p><ul><li>Mayonesa</li><li>Mostaza</li><li>Pepinillo</li><li>Vinagre</li><li>Ajo en polvo</li><li>Cebolla en polvo</li><li>Pimenton dulce</li></ul><p>⇒ Mezclar</p></div>",2023-05-24T17:44:53,JORTRI,2023-05-24T17:44:53,JORTRI
200,63,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Salchichas</li></ul><p>⇒ Hacer ⇒ Trocear ⇒ Reservar</p></div>",2023-05-25T14:48:48,JORTRI,2023-05-25T14:51:25,JORTRI
201,63,4,<p>Rallar fino zanahoria ⇒ Meter frigorífico para que no se ponga negra</p>,2023-05-25T14:50:25,JORTRI,2023-05-25T14:52:06,JORTRI
202,63,5,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Agua hervir</li><li>Sal / Pimienta / Laurel</li><li>Arroz</li></ul><p>⇒ 20' ⇒ Enfriar con agua al sacar en escurridor ⇒ Escurrir</p><blockquote><p><mark class=""marker-yellow"">Sino se enfría se sigue haciendo aunque este fuera.</mark></p></blockquote><p>&nbsp;</p></div>",2023-05-25T14:51:08,JORTRI,2023-05-25T14:54:51,JORTRI
203,63,6,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén grande</figcaption>
</figure></div><ul><li>Arroz</li><li>Sal&nbsp;</li><li>Pimienta (no pasarse)</li><li>Zanahoria</li></ul><p>⇒ Rehogar y mezclar ⇒ +:</p><ul><li>Todo lo cortado y reservado: tortilla, pechuga pavo, salchichas</li></ul><blockquote><p><mark class=""marker-yellow"">Si parte es para congelar, no echarle la tortilla aquí, sino al final en los platos ya</mark></p></blockquote><p>⇒ Calentar y servir</p></div>",2023-05-25T14:54:42,JORTRI,2023-05-25T14:54:42,JORTRI
204,64,1,"<p>Coger 2 puñados de arroz por persona con aceite, sal y 1 hoja de laurel ⇒ 20'</p>",2023-05-25T14:56:31,JORTRI,2023-05-25T14:56:31,JORTRI
205,64,2,<p>Enfriar el arroz con agua fría</p>,2023-05-25T14:56:43,JORTRI,2023-05-25T14:56:43,JORTRI
206,64,3,<p>Cortar el tomate y la cebolla a taquitos</p>,2023-05-25T14:56:56,JORTRI,2023-05-25T14:56:56,JORTRI
207,64,4,"<p>Añadir en un bol, el tomate, la cebolla, atún y arroz. Mezclar y meter al frigorífico</p>",2023-05-25T14:57:31,JORTRI,2023-05-25T14:57:31,JORTRI
208,64,5,<p>Aliñar con aceite y pimienta</p>,2023-05-25T14:57:39,JORTRI,2023-05-25T14:57:39,JORTRI
209,65,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Chorro aceite</li><li>Cebolla troceada</li><li>Rama tomillo</li><li>Sal</li><li>Pimienta</li></ul><p>⇒ Dorar ⇒ +:</p><ul><li>Ajo troceado</li><li>Perejil</li></ul><p>⇒ Dorar ⇒ +:</p><ul><li>Vino blanco</li></ul><p>⇒ Reducir</p></div>",2023-05-25T15:01:58,JORTRI,2023-05-25T15:01:58,JORTRI
210,65,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v28/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite freír</li><li>Patata cortada a taquitos</li></ul><p>⇒ Freír ⇒ Escurrir</p></div>",2023-05-25T15:02:51,JORTRI,2023-05-25T15:02:51,JORTRI
90,39,2,"<div class=""ck-content""><p>Recipiente flan:</p><figure class=""table"" style=""float:left;""><table><tbody><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Contenido cazo paso 1 (poco a poco)</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><strong>Base</strong>: caramelo del flan royal</td></tr></tbody></table></figure><p>&nbsp;</p><div class=""page-break"" style=""page-break-after:always;""><span style=""display:none;"">&nbsp;</span></div><ul><li>⇒ Dejar enfriar temperatura ambiente</li><li>⇒ Frigorífico 24 horas</li></ul></div>",2023-05-24T12:09:34,JORTRI,2023-05-24T12:09:53,JORTRI
93,40,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v21/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><p>misma paso anterior:</p><ul><li>Tomate rayado (fino)</li><li>Sal</li><li>⇒ Sofreír - 20'</li><li>⇒ Reservar</li></ul></div>",2023-05-24T12:16:12,JORTRI,2023-05-24T12:16:12,JORTRI
94,40,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v21/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Todo lo sofrito en pasos 1,2,3</li><li>Aceite que quede en la sartén paso 1,2,3</li><li>Cubrir con Agua <mark class=""pen-red"">!!Rellenar lo que cubre y algo más tampoco pasarse, se podrá añadir agua si falta más adelante!!</mark><ul style=""list-style-type:circle;""><li style=""list-style-type:circle;""><mark class=""marker-yellow"">Oficiosamente para arroz meloso, son 3 vasos de agua por puñado de arroz</mark></li></ul></li></ul><ul><li>Sal / Pimienta / Perejil</li></ul><p><span class=""text-big"">⇒</span> Hervir → 30'</p></div>",2023-05-24T12:21:08,JORTRI,2023-06-07T13:00:24,JORTRI
